stage,target_channel,sweep_value,sweep_unit,bias_I,bias_Q,bias_P,pilot_mode,blocks,mag_fI,mag_fQ,mag_fdiff_200,mag_fsum_2200,dc
qtp,p,0.530000,V,5.130000,-6.020000,0.530000,onboard,6,0.005431222,0.013456712,0.000418639,0.000391383,0.037348893
qtp,p,0.540000,V,5.130000,-6.020000,0.540000,onboard,6,0.005413915,0.013440728,0.000429557,0.000385067,0.037372779
qtp,p,0.550000,V,5.130000,-6.020000,0.550000,onboard,6,0.005426509,0.013439655,0.000414074,0.000378548,0.037425499
qtp,p,0.560000,V,5.130000,-6.020000,0.560000,onboard,6,0.005404138,0.013468355,0.000387140,0.000367184,0.037524715
qtp,p,0.570000,V,5.130000,-6.020000,0.570000,onboard,6,0.005342849,0.013458416,0.000374860,0.000358629,0.037599053
qtp,p,0.580000,V,5.130000,-6.020000,0.580000,onboard,6,0.005288531,0.013444956,0.000406474,0.000355457,0.037639897
qtp,p,0.590000,V,5.130000,-6.020000,0.590000,onboard,6,0.005278168,0.013447641,0.000398643,0.000346334,0.037672412
qtp,p,0.600000,V,5.130000,-6.020000,0.600000,onboard,6,0.005281493,0.013450518,0.000342387,0.000337497,0.037764117
qtp,p,0.610000,V,5.130000,-6.020000,0.610000,onboard,6,0.005259752,0.013466366,0.000366370,0.000330061,0.037844993
qtp,p,0.620000,V,5.130000,-6.020000,0.620000,onboard,6,0.005193796,0.013455589,0.000351240,0.000327231,0.037903305
qtp,p,0.630000,V,5.130000,-6.020000,0.630000,onboard,6,0.005152897,0.013455551,0.000393001,0.000318893,0.037929628
qtp,p,0.640000,V,5.130000,-6.020000,0.640000,onboard,6,0.005153910,0.013461831,0.000369375,0.000310811,0.037982598
qtp,p,0.650000,V,5.130000,-6.020000,0.650000,onboard,6,0.005149822,0.013448421,0.000298651,0.000302543,0.038031686
qtp,p,0.660000,V,5.130000,-6.020000,0.660000,onboard,6,0.005120217,0.013456111,0.000343730,0.000300707,0.038078707
qtp,p,0.670000,V,5.130000,-6.020000,0.670000,onboard,6,0.005056022,0.013441951,0.000358168,0.000298663,0.038120139
qtp,p,0.680000,V,5.130000,-6.020000,0.680000,onboard,6,0.005015482,0.013464906,0.000340914,0.000284117,0.038226966
qtp,p,0.690000,V,5.130000,-6.020000,0.690000,onboard,6,0.005002283,0.013472610,0.000304689,0.000279136,0.038314778
qtp,p,0.700000,V,5.130000,-6.020000,0.700000,onboard,6,0.004994892,0.013456762,0.000291492,0.000260423,0.038371053
qtp,p,0.710000,V,5.130000,-6.020000,0.710000,onboard,6,0.004974105,0.013469993,0.000314679,0.000263768,0.038414091
qtp,p,0.720000,V,5.130000,-6.020000,0.720000,onboard,6,0.004904664,0.013457779,0.000298839,0.000256338,0.038463484
qtp,p,0.730000,V,5.130000,-6.020000,0.730000,onboard,6,0.004862048,0.013449439,0.000288245,0.000249539,0.038497571
qtp,p,0.740000,V,5.130000,-6.020000,0.740000,onboard,6,0.004856763,0.013451852,0.000276748,0.000243053,0.038552556
qtp,p,0.750000,V,5.130000,-6.020000,0.750000,onboard,6,0.004864807,0.013448711,0.000257265,0.000225618,0.038640238
qtp,p,0.760000,V,5.130000,-6.020000,0.760000,onboard,6,0.004836597,0.013460624,0.000293919,0.000226417,0.038712464
qtp,p,0.770000,V,5.130000,-6.020000,0.770000,onboard,6,0.004774053,0.013444598,0.000241742,0.000221846,0.038778786
qtp,p,0.780000,V,5.130000,-6.020000,0.780000,onboard,6,0.004724727,0.013441261,0.000246290,0.000212114,0.038814723
qtp,p,0.790000,V,5.130000,-6.020000,0.790000,onboard,6,0.004713766,0.013436952,0.000255925,0.000199627,0.038847446
qtp,p,0.800000,V,5.130000,-6.020000,0.800000,onboard,6,0.004712822,0.013446677,0.000208342,0.000192721,0.038935516
qtp,p,0.810000,V,5.130000,-6.020000,0.810000,onboard,6,0.004681839,0.013459977,0.000198802,0.000192934,0.039014291
qtp,p,0.820000,V,5.130000,-6.020000,0.820000,onboard,6,0.004610517,0.013434782,0.000188259,0.000189248,0.039068844
qtp,p,0.830000,V,5.130000,-6.020000,0.830000,onboard,6,0.004576903,0.013435572,0.000204273,0.000175404,0.039108831
qtp,p,0.839999,V,5.130000,-6.020000,0.839999,onboard,6,0.004570724,0.013435416,0.000228798,0.000162689,0.039172780
qtp,p,0.849999,V,5.130000,-6.020000,0.849999,onboard,6,0.004567720,0.013437704,0.000166147,0.000154237,0.039262179
qtp,p,0.859999,V,5.130000,-6.020000,0.859999,onboard,6,0.004536930,0.013445992,0.000169910,0.000156358,0.039333880
qtp,p,0.869999,V,5.130000,-6.020000,0.869999,onboard,6,0.004474842,0.013417932,0.000141769,0.000154613,0.039371699
