stage,target_channel,sweep_value,sweep_unit,bias_I,bias_Q,bias_P,pilot_mode,blocks,mag_fI,mag_fQ,mag_fdiff_200,mag_fsum_2200,dc
mitp,i,4.760000,V,4.760000,-5.900000,1.360000,onboard,6,0.044455957,0.012828787,0.000133905,0.000073331,0.009992977
mitp,i,4.780000,V,4.780000,-5.900000,1.360000,onboard,6,0.043466542,0.012912353,0.000139804,0.000076305,0.009498432
mitp,i,4.800000,V,4.800000,-5.900000,1.360000,onboard,6,0.042633813,0.012870610,0.000240660,0.000034257,0.009032347
mitp,i,4.820000,V,4.820000,-5.900000,1.360000,onboard,6,0.041631248,0.012779485,0.000087615,0.000053783,0.008573447
mitp,i,4.840000,V,4.840000,-5.900000,1.360000,onboard,6,0.040511075,0.012866939,0.000209552,0.000062079,0.008099781
mitp,i,4.860000,V,4.860000,-5.900000,1.360000,onboard,6,0.039565288,0.012736812,0.000095770,0.000057549,0.007649203
mitp,i,4.880000,V,4.880000,-5.900000,1.360000,onboard,6,0.038602669,0.012802272,0.000130961,0.000052459,0.007204339
mitp,i,4.900000,V,4.900000,-5.900000,1.360000,onboard,6,0.037620697,0.012771945,0.000204413,0.000038283,0.006775672
mitp,i,4.920000,V,4.920000,-5.900000,1.360000,onboard,6,0.036590476,0.012690631,0.000057021,0.000040023,0.006365629
mitp,i,4.940000,V,4.940000,-5.900000,1.360000,onboard,6,0.035602104,0.012775769,0.000172881,0.000044452,0.005958751
mitp,i,4.960000,V,4.960000,-5.900000,1.360000,onboard,6,0.034719229,0.012679816,0.000084071,0.000038774,0.005574193
mitp,i,4.980000,V,4.980000,-5.900000,1.360000,onboard,6,0.033714410,0.012760253,0.000127114,0.000033772,0.005190645
mitp,i,5.000000,V,5.000000,-5.900000,1.360000,onboard,6,0.032692533,0.012719599,0.000159333,0.000044169,0.004812629
mitp,i,5.020000,V,5.020000,-5.900000,1.360000,onboard,6,0.031660277,0.012651824,0.000057826,0.000025336,0.004445456
mitp,i,5.039999,V,5.039999,-5.900000,1.360000,onboard,6,0.030597799,0.012759714,0.000150394,0.000055301,0.004098007
mitp,i,5.059999,V,5.059999,-5.900000,1.360000,onboard,6,0.029547429,0.012668479,0.000043908,0.000037845,0.003759712
mitp,i,5.079999,V,5.079999,-5.900000,1.360000,onboard,6,0.028493881,0.012737329,0.000108916,0.000024066,0.003433404
mitp,i,5.099999,V,5.099999,-5.900000,1.360000,onboard,6,0.027538827,0.012719925,0.000107108,0.000055738,0.003120804
mitp,i,5.119999,V,5.119999,-5.900000,1.360000,onboard,6,0.026583036,0.012664877,0.000075597,0.000030956,0.002816991
mitp,i,5.139999,V,5.139999,-5.900000,1.360000,onboard,6,0.025449507,0.012764066,0.000110970,0.000063975,0.002521048
mitp,i,5.159999,V,5.159999,-5.900000,1.360000,onboard,6,0.024464549,0.012681097,0.000049595,0.000037002,0.002233953
mitp,i,5.179999,V,5.179999,-5.900000,1.360000,onboard,6,0.023401802,0.012753654,0.000107578,0.000034156,0.001951401
mitp,i,5.199999,V,5.199999,-5.900000,1.360000,onboard,6,0.022442238,0.012753679,0.000056410,0.000077660,0.001687188
mitp,i,5.219999,V,5.219999,-5.900000,1.360000,onboard,6,0.021396821,0.012730991,0.000094780,0.000043841,0.001438431
mitp,i,5.239999,V,5.239999,-5.900000,1.360000,onboard,6,0.020292642,0.012812289,0.000079886,0.000080182,0.001199139
mitp,i,5.259999,V,5.259999,-5.900000,1.360000,onboard,6,0.019384736,0.012765066,0.000083755,0.000048240,0.000978759
mitp,i,5.279999,V,5.279999,-5.900000,1.360000,onboard,6,0.018340478,0.012800779,0.000093986,0.000040179,0.000772188
mitp,i,5.299999,V,5.299999,-5.900000,1.360000,onboard,6,0.017310865,0.012822721,0.000037288,0.000076480,0.000582355
mitp,i,5.319999,V,5.319999,-5.900000,1.360000,onboard,6,0.016281443,0.012800471,0.000104673,0.000054418,0.000389304
mitp,i,5.339999,V,5.339999,-5.900000,1.360000,onboard,6,0.015159377,0.012877468,0.000051928,0.000084757,0.000202619
mitp,i,5.359999,V,5.359999,-5.900000,1.360000,onboard,6,0.014154959,0.012846890,0.000105028,0.000076276,0.000021975
mitp,i,5.379999,V,5.379999,-5.900000,1.360000,onboard,6,0.013058253,0.012908357,0.000087839,0.000064744,-0.000134031
mitp,i,5.399999,V,5.399999,-5.900000,1.360000,onboard,6,0.012052242,0.012935039,0.000052259,0.000096952,-0.000281793
mitp,i,5.419999,V,5.419999,-5.900000,1.360000,onboard,6,0.011065441,0.012938390,0.000102431,0.000076671,-0.000413819
mitp,i,5.439999,V,5.439999,-5.900000,1.360000,onboard,6,0.009968038,0.013016407,0.000072173,0.000097461,-0.000531550
mitp,i,5.459999,V,5.459999,-5.900000,1.360000,onboard,6,0.008958002,0.013010010,0.000120602,0.000090910,-0.000642516
mitp,i,5.479999,V,5.479999,-5.900000,1.360000,onboard,6,0.007871363,0.013056926,0.000088616,0.000087253,-0.000743140
mitp,i,5.499999,V,5.499999,-5.900000,1.360000,onboard,6,0.006818697,0.013080393,0.000075425,0.000111341,-0.000836464
mitp,i,5.519999,V,5.519999,-5.900000,1.360000,onboard,6,0.005798382,0.013108357,0.000096716,0.000089482,-0.000913137
mitp,i,5.539999,V,5.539999,-5.900000,1.360000,onboard,6,0.004689900,0.013173509,0.000083275,0.000105409,-0.000981295
mitp,i,5.559999,V,5.559999,-5.900000,1.360000,onboard,6,0.003722392,0.013198104,0.000119995,0.000107849,-0.001037313
mitp,i,5.579999,V,5.579999,-5.900000,1.360000,onboard,6,0.002659667,0.013234086,0.000099406,0.000105965,-0.001072643
mitp,i,5.599999,V,5.599999,-5.900000,1.360000,onboard,6,0.001630895,0.013295441,0.000085370,0.000118870,-0.001099951
mitp,i,5.619999,V,5.619999,-5.900000,1.360000,onboard,6,0.000586863,0.013307817,0.000090316,0.000115430,-0.001120136
mitp,i,5.639999,V,5.639999,-5.900000,1.360000,onboard,6,0.000551603,0.013359882,0.000113624,0.000129314,-0.001119230
mitp,i,5.659999,V,5.659999,-5.900000,1.360000,onboard,6,0.001561988,0.013422185,0.000124261,0.000127587,-0.001119090
mitp,i,5.679999,V,5.679999,-5.900000,1.360000,onboard,6,0.002630503,0.013470497,0.000107638,0.000133694,-0.001102166
mitp,i,5.699999,V,5.699999,-5.900000,1.360000,onboard,6,0.003651078,0.013525995,0.000108167,0.000136257,-0.001064591
mitp,i,5.719999,V,5.719999,-5.900000,1.360000,onboard,6,0.004656463,0.013569523,0.000095789,0.000134003,-0.001023592
mitp,i,5.739999,V,5.739999,-5.900000,1.360000,onboard,6,0.005767161,0.013621930,0.000137406,0.000142083,-0.000984344
mitp,i,5.759999,V,5.759999,-5.900000,1.360000,onboard,6,0.006747307,0.013684336,0.000127625,0.000138339,-0.000925804
mitp,i,5.779999,V,5.779999,-5.900000,1.360000,onboard,6,0.007860207,0.013727785,0.000126106,0.000155031,-0.000826230
mitp,i,5.799999,V,5.799999,-5.900000,1.360000,onboard,6,0.008901197,0.013805930,0.000132064,0.000148946,-0.000725284
mitp,i,5.819999,V,5.819999,-5.900000,1.360000,onboard,6,0.009953495,0.013872626,0.000092890,0.000162051,-0.000626967
mitp,i,5.839999,V,5.839999,-5.900000,1.360000,onboard,6,0.011037883,0.013908821,0.000174674,0.000158727,-0.000532987
mitp,i,5.859999,V,5.859999,-5.900000,1.360000,onboard,6,0.011988200,0.014008016,0.000146965,0.000153757,-0.000413388
mitp,i,5.879999,V,5.879999,-5.900000,1.360000,onboard,6,0.013099047,0.014045597,0.000145215,0.000174410,-0.000270239
mitp,i,5.899999,V,5.899999,-5.900000,1.360000,onboard,6,0.014152274,0.014135454,0.000167631,0.000158822,-0.000116576
mitp,i,5.919999,V,5.919999,-5.900000,1.360000,onboard,6,0.015177332,0.014201254,0.000098405,0.000181371,0.000036429
mitp,i,5.939999,V,5.939999,-5.900000,1.360000,onboard,6,0.016300993,0.014230527,0.000219261,0.000181943,0.000201768
mitp,i,5.959999,V,5.959999,-5.900000,1.360000,onboard,6,0.017292798,0.014365878,0.000171100,0.000184179,0.000391411
mitp,i,5.979999,V,5.979999,-5.900000,1.360000,onboard,6,0.018387945,0.014384113,0.000170958,0.000204090,0.000596574
mitp,i,5.999999,V,5.999999,-5.900000,1.360000,onboard,6,0.019355202,0.014490053,0.000208670,0.000172495,0.000805429
mitp,i,6.019999,V,6.019999,-5.900000,1.360000,onboard,6,0.020313054,0.014576090,0.000109024,0.000201225,0.001014319
mitp,i,6.039999,V,6.039999,-5.900000,1.360000,onboard,6,0.021486579,0.014606734,0.000243767,0.000194244,0.001232804
mitp,i,6.059999,V,6.059999,-5.900000,1.360000,onboard,6,0.022455150,0.014768123,0.000184348,0.000198726,0.001487184
mitp,i,6.079998,V,6.079998,-5.900000,1.360000,onboard,6,0.023537146,0.014793540,0.000206475,0.000218962,0.001743528
mitp,i,6.099998,V,6.099998,-5.900000,1.360000,onboard,6,0.024563057,0.014886867,0.000231301,0.000182348,0.002004993
mitp,i,6.119998,V,6.119998,-5.900000,1.360000,onboard,6,0.025589144,0.014990010,0.000113857,0.000227331,0.002282540
mitp,i,6.139998,V,6.139998,-5.900000,1.360000,onboard,6,0.026713008,0.015003423,0.000284225,0.000215075,0.002570039
mitp,i,6.159998,V,6.159998,-5.900000,1.360000,onboard,6,0.027623972,0.015189610,0.000198679,0.000217192,0.002872986
mitp,i,6.179998,V,6.179998,-5.900000,1.360000,onboard,6,0.028683903,0.015179723,0.000225241,0.000248675,0.003201083
mitp,i,6.199998,V,6.199998,-5.900000,1.360000,onboard,6,0.029755071,0.015310023,0.000240644,0.000197035,0.003515606
mitp,i,6.219998,V,6.219998,-5.900000,1.360000,onboard,6,0.030785585,0.015427900,0.000105883,0.000243370,0.003843059
mitp,i,6.239998,V,6.239998,-5.900000,1.360000,onboard,6,0.031882700,0.015434948,0.000300751,0.000237051,0.004198447
mitp,i,6.259998,V,6.259998,-5.900000,1.360000,onboard,6,0.032856125,0.015640970,0.000212525,0.000231210,0.004572832
mitp,i,6.279998,V,6.279998,-5.900000,1.360000,onboard,6,0.033902150,0.015638379,0.000252412,0.000252688,0.004945071
mitp,i,6.299998,V,6.299998,-5.900000,1.360000,onboard,6,0.034921329,0.015748719,0.000266552,0.000206380,0.005319585
mitp,i,6.319998,V,6.319998,-5.900000,1.360000,onboard,6,0.035802763,0.015894132,0.000103950,0.000271135,0.005714277
mitp,i,6.339998,V,6.339998,-5.900000,1.360000,onboard,6,0.036882874,0.015866173,0.000326307,0.000250798,0.006099792
mitp,i,6.359998,V,6.359998,-5.900000,1.360000,onboard,6,0.037882276,0.016132101,0.000218312,0.000245582,0.006510345
mitp,i,6.379998,V,6.379998,-5.900000,1.360000,onboard,6,0.038945857,0.016128926,0.000246194,0.000277668,0.006940251
mitp,i,6.399998,V,6.399998,-5.900000,1.360000,onboard,6,0.039904069,0.016287064,0.000286518,0.000222436,0.007380381
