stage,target_channel,sweep_value,sweep_unit,bias_I,bias_Q,bias_P,pilot_mode,blocks,mag_fI,mag_fQ,mag_fdiff_200,mag_fsum_2200,dc
mitp,q,-5.720001,V,5.320000,-5.720001,1.100000,onboard,6,0.003292739,0.005463839,0.000135595,0.000030722,0.039082900
mitp,q,-5.700001,V,5.320000,-5.700001,1.100000,onboard,6,0.003287143,0.006401629,0.000049113,0.000026779,0.039163381
mitp,q,-5.680001,V,5.320000,-5.680001,1.100000,onboard,6,0.003285546,0.007359937,0.000089518,0.000035021,0.039261524
mitp,q,-5.660001,V,5.320000,-5.660001,1.100000,onboard,6,0.003271029,0.008315225,0.000040913,0.000032171,0.039350066
mitp,q,-5.640001,V,5.320000,-5.640001,1.100000,onboard,6,0.003273931,0.009281288,0.000055719,0.000029563,0.039448503
mitp,q,-5.620001,V,5.320000,-5.620001,1.100000,onboard,6,0.003256886,0.010248789,0.000100979,0.000042908,0.039566036
mitp,q,-5.600001,V,5.320000,-5.600001,1.100000,onboard,6,0.003255825,0.011230755,0.000119955,0.000037645,0.039703593
mitp,q,-5.580001,V,5.320000,-5.580001,1.100000,onboard,6,0.003244667,0.012184604,0.000135987,0.000038758,0.039833590
mitp,q,-5.560001,V,5.320000,-5.560001,1.100000,onboard,6,0.003234420,0.013092835,0.000102487,0.000048208,0.039967265
mitp,q,-5.540001,V,5.320000,-5.540001,1.100000,onboard,6,0.003229303,0.014009755,0.000152302,0.000041242,0.040105637
mitp,q,-5.520001,V,5.320000,-5.520001,1.100000,onboard,6,0.003233618,0.015010171,0.000091404,0.000042798,0.040327225
mitp,q,-5.500001,V,5.320000,-5.500001,1.100000,onboard,6,0.003220387,0.015956178,0.000115200,0.000048503,0.040538732
mitp,q,-5.480001,V,5.320000,-5.480001,1.100000,onboard,6,0.003207342,0.016901061,0.000122685,0.000056708,0.040733028
mitp,q,-5.460001,V,5.320000,-5.460001,1.100000,onboard,6,0.003185893,0.017864810,0.000078372,0.000053730,0.040934566
mitp,q,-5.440001,V,5.320000,-5.440001,1.100000,onboard,6,0.003188761,0.018826969,0.000097545,0.000054608,0.041165944
mitp,q,-5.420002,V,5.320000,-5.420002,1.100000,onboard,6,0.003170634,0.019772053,0.000156326,0.000051224,0.041412566
mitp,q,-5.400002,V,5.320000,-5.400002,1.100000,onboard,6,0.003153029,0.020654488,0.000066724,0.000062551,0.041639384
mitp,q,-5.380002,V,5.320000,-5.380002,1.100000,onboard,6,0.003136190,0.021569414,0.000100798,0.000063842,0.041853670
mitp,q,-5.360002,V,5.320000,-5.360002,1.100000,onboard,6,0.003130251,0.022562891,0.000083826,0.000073882,0.042137310
mitp,q,-5.340002,V,5.320000,-5.340002,1.100000,onboard,6,0.003129747,0.023516461,0.000098063,0.000061098,0.042442232
mitp,q,-5.320002,V,5.320000,-5.320002,1.100000,onboard,6,0.003106695,0.024472140,0.000089908,0.000059559,0.042744711
mitp,q,-5.300002,V,5.320000,-5.300002,1.100000,onboard,6,0.003090000,0.025422549,0.000061271,0.000067868,0.043040812
mitp,q,-5.280002,V,5.320000,-5.280002,1.100000,onboard,6,0.003081258,0.026377693,0.000123652,0.000064869,0.043356258
mitp,q,-5.260002,V,5.320000,-5.260002,1.100000,onboard,6,0.003050287,0.027298175,0.000071734,0.000076866,0.043660123
mitp,q,-5.240002,V,5.320000,-5.240002,1.100000,onboard,6,0.003057831,0.028155753,0.000116554,0.000067584,0.044019192
